timestamp,site_id,building_id,asset_id,sensor_id,temperature,humidity,pressure,vibration,power_consumption,operating_mode
2026-07-07 23:59:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.94,40.7,359.97,1.33,151.74,NORMAL
2026-07-07 23:59:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.39,46.8,100.46,0.49,15.82,NORMAL
2026-07-07 23:59:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.49,52.56,101.6,0.5,16.02,NORMAL
2026-07-07 23:59:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,35.63,53.84,426.43,2.87,44.38,STANDBY
2026-07-07 23:59:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,24.37,35.52,100.87,0.09,1.91,NORMAL
2026-07-07 23:59:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.47,40.5,355.96,1.01,156.89,NORMAL
2026-07-07 23:59:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.41,47.21,102.0,0.51,16.34,NORMAL
2026-07-07 23:59:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,35.57,54.47,402.76,2.42,40.29,NORMAL
2026-07-07 23:59:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,24.7,37.0,101.17,0.12,2.28,NORMAL
2026-07-08 00:14:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.57,40.42,357.69,1.03,150.44,NORMAL
2026-07-08 00:14:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.01,46.38,100.98,0.41,14.05,NORMAL
2026-07-08 00:14:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.57,48.83,102.09,0.42,15.13,NORMAL
2026-07-08 00:14:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,33.41,51.27,392.47,2.39,42.78,NORMAL
2026-07-08 00:14:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,22.62,36.89,100.96,0.09,1.55,NORMAL
2026-07-08 00:14:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.51,43.82,361.78,1.31,150.37,NORMAL
2026-07-08 00:14:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.7,46.0,101.66,0.49,14.39,NORMAL
2026-07-08 00:14:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,32.19,57.08,385.85,2.45,42.96,NORMAL
2026-07-08 00:14:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,22.78,43.56,101.27,0.06,2.35,NORMAL
2026-07-08 00:29:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.7,47.94,356.01,1.07,157.47,NORMAL
2026-07-08 00:29:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.02,53.36,100.44,0.43,15.88,NORMAL
2026-07-08 00:29:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.19,52.98,102.2,0.52,15.05,NORMAL
2026-07-08 00:29:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,35.2,50.38,426.98,2.34,48.32,STANDBY
2026-07-08 00:29:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,22.97,35.72,101.95,0.09,1.78,NORMAL
2026-07-08 00:29:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.98,49.59,369.53,1.28,145.66,NORMAL
2026-07-08 00:29:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.52,52.25,101.29,0.56,14.39,NORMAL
2026-07-08 00:29:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,32.68,58.93,421.09,2.39,41.87,NORMAL
2026-07-08 00:29:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,23.19,38.81,100.64,0.13,1.59,NORMAL
2026-07-08 00:44:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.16,43.19,355.45,1.1,153.42,NORMAL
2026-07-08 00:44:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.91,45.89,100.39,0.44,16.08,NORMAL
2026-07-08 00:44:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.97,45.04,100.64,0.53,13.2,NORMAL
2026-07-08 00:44:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,36.86,56.53,405.97,2.18,49.49,NORMAL
2026-07-08 00:44:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,23.59,39.9,101.44,0.07,1.62,NORMAL
2026-07-08 00:44:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.91,49.66,336.04,1.36,150.9,NORMAL
2026-07-08 00:44:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.79,46.09,101.5,0.51,14.63,NORMAL
2026-07-08 00:44:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,35.76,58.8,404.5,2.95,48.3,NORMAL
2026-07-08 00:44:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,25.15,40.15,100.55,0.11,1.8,NORMAL
2026-07-08 00:59:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.13,45.84,348.86,1.08,158.4,NORMAL
2026-07-08 00:59:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.1,48.36,102.0,0.48,13.01,NORMAL
2026-07-08 00:59:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.72,46.26,102.07,0.55,13.12,NORMAL
2026-07-08 00:59:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,33.24,57.11,408.05,2.74,45.35,NORMAL
2026-07-08 00:59:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,24.54,38.22,101.86,0.11,2.4,NORMAL
2026-07-08 00:59:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.23,47.44,358.78,1.14,153.43,NORMAL
2026-07-08 00:59:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.24,49.28,100.67,0.5,13.1,NORMAL
2026-07-08 00:59:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,34.48,54.42,402.28,2.88,42.42,NORMAL
2026-07-08 00:59:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,22.05,41.19,101.45,0.09,1.8,NORMAL
2026-07-08 01:14:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.08,40.0,340.04,1.05,141.62,NORMAL
2026-07-08 01:14:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.66,52.78,101.38,0.45,14.66,NORMAL
2026-07-08 01:14:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.2,46.8,101.32,0.49,14.94,NORMAL
2026-07-08 01:14:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,36.57,56.83,398.45,2.37,42.84,NORMAL
2026-07-08 01:14:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,23.54,36.05,102.09,0.14,1.67,NORMAL
2026-07-08 01:14:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.69,43.38,333.74,1.03,146.95,NORMAL
2026-07-08 01:14:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.47,45.32,100.71,0.44,13.39,NORMAL
2026-07-08 01:14:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,32.65,50.64,413.43,2.1,48.73,STANDBY
2026-07-08 01:14:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,23.62,39.17,100.75,0.11,1.78,NORMAL
2026-07-08 01:14:26,SITE_A,BLDG_1,ASSET_XYZ,SENS_ERR,25.0,50.0,100.0,0.5,10.0,NORMAL
2026-07-08 01:29:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.63,48.89,366.22,1.35,159.36,NORMAL
2026-07-08 01:29:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.24,53.97,101.97,0.46,16.53,NORMAL
2026-07-08 01:29:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.38,48.6,101.83,0.43,15.89,NORMAL
2026-07-08 01:29:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,33.6,52.64,370.74,2.85,49.22,NORMAL
2026-07-08 01:29:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,22.81,36.01,100.81,0.06,2.36,NORMAL
2026-07-08 01:29:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.76,44.25,344.83,1.07,145.3,STANDBY
2026-07-08 01:29:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.89,50.17,101.55,0.59,16.73,NORMAL
2026-07-08 01:29:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,33.52,50.49,404.52,2.79,48.96,NORMAL
2026-07-08 01:29:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,24.13,42.06,102.24,0.08,2.49,STANDBY
2026-07-08 01:44:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.58,44.49,352.35,1.16,157.1,NORMAL
2026-07-08 01:44:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.63,50.52,101.57,0.55,15.15,NORMAL
2026-07-08 01:44:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.51,50.39,100.94,0.59,15.91,STANDBY
2026-07-08 01:44:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,32.47,59.28,416.95,2.62,46.29,NORMAL
2026-07-08 01:44:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,22.42,40.59,101.71,0.08,1.9,NORMAL
2026-07-08 01:44:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.22,43.24,350.12,1.28,155.78,NORMAL
2026-07-08 01:44:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.24,47.1,100.8,0.47,13.24,NORMAL
2026-07-08 01:44:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,37.16,56.11,387.25,2.78,43.05,STANDBY
2026-07-08 01:44:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,22.67,42.18,101.47,0.13,2.37,STANDBY
2026-07-08 01:59:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.53,42.17,332.58,1.25,149.33,NORMAL
2026-07-08 01:59:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.36,46.37,102.21,0.49,16.19,NORMAL
2026-07-08 01:59:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.65,54.95,100.86,0.45,14.74,NORMAL
2026-07-08 01:59:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,33.01,50.28,412.95,2.71,46.89,NORMAL
2026-07-08 01:59:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,25.67,41.16,100.47,0.1,2.49,NORMAL
2026-07-08 01:59:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.66,46.31,361.14,1.02,144.76,NORMAL
2026-07-08 01:59:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.8,48.13,101.33,0.53,15.8,NORMAL
2026-07-08 01:59:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,33.26,54.28,394.25,2.97,47.39,NORMAL
2026-07-08 01:59:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,24.85,42.54,101.39,0.07,2.23,NORMAL
2026-07-08 02:14:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.38,48.23,342.07,1.06,159.11,NORMAL
2026-07-08 02:14:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.56,45.36,101.37,0.45,16.97,NORMAL
2026-07-08 02:14:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.49,46.81,101.11,0.56,16.04,NORMAL
2026-07-08 02:14:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,34.04,59.3,385.92,2.37,43.64,NORMAL
2026-07-08 02:14:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,25.64,39.9,100.86,0.14,2.42,NORMAL
2026-07-08 02:14:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.58,40.84,341.69,1.16,152.86,NORMAL
2026-07-08 02:14:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.79,53.74,102.02,0.44,13.76,NORMAL
2026-07-08 02:14:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,36.04,52.97,420.22,2.02,40.03,NORMAL
2026-07-08 02:14:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,24.82,44.68,100.88,0.09,1.92,NORMAL
2026-07-08 02:29:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.69,44.08,356.1,1.28,140.28,NORMAL
2026-07-08 02:29:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.28,47.31,100.39,0.55,16.95,NORMAL
2026-07-08 02:29:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.94,52.9,101.64,0.48,14.47,NORMAL
2026-07-08 02:29:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,32.52,53.88,424.13,2.3,46.14,NORMAL
2026-07-08 02:29:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,22.4,40.59,100.37,0.13,2.43,NORMAL
2026-07-08 02:29:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.89,44.36,355.1,1.21,151.84,NORMAL
2026-07-08 02:29:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.33,50.37,101.4,0.51,14.75,NORMAL
2026-07-08 02:29:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,37.08,57.22,400.5,2.58,43.42,NORMAL
2026-07-08 02:29:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,22.05,41.2,100.74,0.06,1.95,NORMAL
2026-07-08 02:44:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.56,49.69,368.8,1.14,156.11,NORMAL
2026-07-08 02:44:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.95,48.03,100.42,0.53,15.17,NORMAL
2026-07-08 02:44:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.48,45.37,100.85,0.43,14.76,NORMAL
2026-07-08 02:44:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,35.35,57.2,420.22,3.0,40.85,NORMAL
2026-07-08 02:44:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,22.33,43.06,101.21,0.09,2.29,NORMAL
2026-07-08 02:44:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.52,40.7,344.25,1.01,146.09,NORMAL
2026-07-08 02:44:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.56,50.08,101.94,0.54,16.5,NORMAL
2026-07-08 02:44:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,32.32,50.65,379.53,2.97,49.2,NORMAL
2026-07-08 02:44:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,25.94,43.41,100.73,0.07,2.21,NORMAL
2026-07-08 02:59:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.45,41.01,334.27,1.22,142.42,NORMAL
2026-07-08 02:59:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.88,52.22,100.67,0.42,16.58,NORMAL
2026-07-08 02:59:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.75,48.95,100.74,0.43,14.93,NORMAL
2026-07-08 02:59:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,37.52,57.92,405.24,2.75,44.68,NORMAL
2026-07-08 02:59:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,22.08,40.4,101.65,0.06,2.03,NORMAL
2026-07-08 02:59:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,30.39,45.92,366.24,1.09,153.45,NORMAL
2026-07-08 02:59:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.16,48.13,101.44,0.46,16.92,NORMAL
2026-07-08 02:59:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,33.37,52.92,421.1,2.42,40.11,NORMAL
2026-07-08 02:59:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,23.25,44.02,100.53,0.09,1.67,NORMAL
2026-07-08 03:14:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.14,40.32,359.92,1.25,145.79,NORMAL
2026-07-08 03:14:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.93,51.99,100.53,0.49,15.83,NORMAL
2026-07-08 03:14:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.91,54.5,101.07,0.54,16.84,NORMAL
2026-07-08 03:14:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,33.19,53.39,376.18,2.96,40.07,NORMAL
2026-07-08 03:14:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,25.88,41.64,100.64,0.07,2.35,NORMAL
2026-07-08 03:14:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.78,44.88,354.23,1.36,159.67,STANDBY
2026-07-08 03:14:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.58,45.74,101.73,0.46,13.18,NORMAL
2026-07-08 03:14:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,32.82,51.42,384.84,2.44,42.29,NORMAL
2026-07-08 03:14:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,25.53,37.65,100.61,0.11,2.46,NORMAL
2026-07-08 03:29:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.33,49.49,365.89,1.25,152.26,NORMAL
2026-07-08 03:29:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.63,53.22,101.41,0.41,14.84,NORMAL
2026-07-08 03:29:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.59,45.53,101.54,0.48,13.34,NORMAL
2026-07-08 03:29:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,35.98,52.63,411.7,2.02,46.49,NORMAL
2026-07-08 03:29:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,22.42,40.0,101.9,0.11,2.47,NORMAL
2026-07-08 03:29:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.1,42.15,348.04,1.4,148.35,NORMAL
2026-07-08 03:29:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.52,50.35,102.13,0.48,13.11,NORMAL
2026-07-08 03:29:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,33.38,56.28,390.64,2.05,48.15,NORMAL
2026-07-08 03:29:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,24.21,43.66,101.99,0.1,1.77,NORMAL
2026-07-08 03:44:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.24,48.4,330.29,1.19,146.32,NORMAL
2026-07-08 03:44:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.91,46.18,102.22,0.47,15.33,NORMAL
2026-07-08 03:44:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.31,51.33,100.46,0.45,14.7,NORMAL
2026-07-08 03:44:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,36.93,56.2,421.95,2.32,44.35,NORMAL
2026-07-08 03:44:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,23.74,44.38,100.85,0.07,2.18,NORMAL
2026-07-08 03:44:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.19,40.49,342.99,1.27,145.94,NORMAL
2026-07-08 03:44:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.59,45.87,102.09,0.44,14.45,NORMAL
2026-07-08 03:44:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,37.16,51.02,389.32,2.95,49.16,NORMAL
2026-07-08 03:44:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,23.77,39.58,102.13,0.08,1.57,NORMAL
2026-07-08 03:59:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.01,46.85,349.59,1.1,157.43,NORMAL
2026-07-08 03:59:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.49,50.38,100.53,0.56,16.72,NORMAL
2026-07-08 03:59:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.22,47.41,102.08,0.49,16.5,NORMAL
2026-07-08 03:59:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,32.13,54.8,372.01,2.0,44.17,NORMAL
2026-07-08 03:59:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,24.63,42.92,100.59,0.08,2.33,NORMAL
2026-07-08 03:59:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.12,48.79,365.94,1.34,141.01,NORMAL
2026-07-08 03:59:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.69,54.08,101.01,0.55,13.34,NORMAL
2026-07-08 03:59:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,35.49,51.38,403.19,2.21,43.09,NORMAL
2026-07-08 03:59:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,22.97,40.74,102.0,0.08,2.36,NORMAL
2026-07-08 04:14:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.1,49.4,351.78,1.0,147.87,NORMAL
2026-07-08 04:14:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.4,50.31,100.37,0.55,16.28,NORMAL
2026-07-08 04:14:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.24,53.65,102.27,0.59,15.08,NORMAL
2026-07-08 04:14:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,34.53,56.9,385.36,2.45,43.13,NORMAL
2026-07-08 04:14:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,24.45,35.15,100.3,0.06,1.91,NORMAL
2026-07-08 04:14:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.08,42.88,358.19,1.29,141.24,NORMAL
2026-07-08 04:14:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.14,53.77,101.61,0.52,14.13,NORMAL
2026-07-08 04:14:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,34.55,58.27,384.61,2.23,40.1,NORMAL
2026-07-08 04:14:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,23.46,35.4,100.93,0.07,2.11,NORMAL
2026-07-08 04:29:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,7.17,41.8,356.47,1.26,150.86,NORMAL
2026-07-08 04:29:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.94,54.07,100.47,0.51,16.81,NORMAL
2026-07-08 04:29:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.73,51.85,101.29,0.58,14.84,NORMAL
2026-07-08 04:29:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,32.29,56.46,382.4,2.48,42.09,NORMAL
2026-07-08 04:29:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,25.3,37.92,102.08,0.07,2.19,NORMAL
2026-07-08 04:29:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.81,41.64,335.9,1.22,158.43,STANDBY
2026-07-08 04:29:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.19,45.13,101.82,0.55,14.23,NORMAL
2026-07-08 04:29:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,36.14,52.73,427.18,2.82,47.97,NORMAL
2026-07-08 04:29:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,23.4,41.1,100.39,0.12,2.41,NORMAL
2026-07-08 04:44:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.15,40.11,342.51,1.23,145.42,NORMAL
2026-07-08 04:44:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.57,47.63,101.5,0.53,16.29,STANDBY
2026-07-08 04:44:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.26,46.83,101.92,0.53,16.73,NORMAL
2026-07-08 04:44:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,35.69,51.59,418.35,2.77,48.26,NORMAL
2026-07-08 04:44:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,24.86,36.54,102.05,0.07,1.92,NORMAL
2026-07-08 04:44:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.48,43.49,336.86,1.35,155.72,NORMAL
2026-07-08 04:44:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.46,53.27,100.99,0.43,13.83,NORMAL
2026-07-08 04:44:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,37.37,58.87,412.76,2.72,44.54,NORMAL
2026-07-08 04:44:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,25.25,40.99,101.16,0.14,2.03,NORMAL
2026-07-08 04:59:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.61,47.59,341.92,1.12,151.01,NORMAL
2026-07-08 04:59:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,21.72,51.56,101.39,0.54,15.15,NORMAL
2026-07-08 04:59:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.58,46.87,102.15,0.51,13.36,NORMAL
INVALID_TIME,SITE_A,BLDG_1,ASSET_004,SENS_P1,36.51,50.04,371.09,2.07,40.87,NORMAL
2026-07-08 04:59:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,24.33,37.9,100.52,0.14,2.3,NORMAL
2026-07-08 04:59:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,7.39,48.1,366.22,1.23,156.54,NORMAL
2026-07-08 04:59:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,22.7,51.37,101.11,0.48,15.72,NORMAL
2026-07-08 04:59:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,33.34,56.65,405.06,2.89,44.18,NORMAL
2026-07-08 04:59:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,22.06,35.57,101.49,0.11,1.62,NORMAL
2026-07-08 05:14:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.62,47.84,365.06,1.27,151.55,NORMAL
2026-07-08 05:14:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.28,48.52,100.76,0.48,16.13,NORMAL
2026-07-08 05:14:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,22.52,45.52,100.93,0.56,15.06,NORMAL
2026-07-08 05:14:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,36.09,52.96,390.28,2.37,48.64,NORMAL
2026-07-08 05:14:26,SITE_A,BLDG_1,ASSET_005,SENS_FS1,23.67,36.47,101.3,0.08,1.62,NORMAL
2026-07-08 05:14:26,SITE_B,BLDG_2,ASSET_006,SENS_CH2,6.99,44.44,360.72,1.05,158.34,NORMAL
2026-07-08 05:14:26,SITE_B,BLDG_2,ASSET_007,SENS_AH3,21.19,53.64,101.9,0.56,14.77,NORMAL
2026-07-08 05:14:26,SITE_B,BLDG_2,ASSET_008,SENS_P2,34.64,51.23,371.07,2.29,46.5,NORMAL
2026-07-08 05:14:26,SITE_A,BLDG_1,ASSET_010,SENS_GEN,24.62,43.22,101.15,0.12,1.79,STANDBY
2026-07-08 05:29:26,SITE_A,BLDG_1,ASSET_001,SENS_CH1,6.7,42.93,339.63,1.12,141.05,NORMAL
2026-07-08 05:29:26,SITE_A,BLDG_1,ASSET_002,SENS_AH1,22.78,47.37,101.18,0.52,14.05,NORMAL
2026-07-08 05:29:26,SITE_A,BLDG_1,ASSET_003,SENS_AH2,21.81,48.91,100.87,0.59,16.84,NORMAL
2026-07-08 05:29:26,SITE_A,BLDG_1,ASSET_004,SENS_P1,37.78,54.56,426.7,2.55,42.7,NORMAL
